kind,old_location,cell,old_token,new_value,unit,target,population,n,artifact,row_key,numeric_check,semantic_result,old_target
cell,D-T01,row7col3,,3.58351893845611,ln(1+C),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=E0; scale=log; statistic=75th pct.,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,D-T01,row7col4,,13.05,hours,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=R0c; scale=raw; statistic=75th pct.,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,D-T01,row7col5,,2.5687881337687024,ln(D/h),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=R0c; scale=log; statistic=75th pct.,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,D-T01,row8col2,,27013.0,customers,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=E0; scale=raw; statistic=Max,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,D-T01,row8col3,,10.20411052912071,ln(1+C),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=E0; scale=log; statistic=Max,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,D-T01,row8col4,,5547.05,hours,R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=R0c; scale=raw; statistic=Max,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,D-T01,row8col5,,8.621021533895988,ln(D/h),R0c,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,target=R0c; scale=log; statistic=Max,passed,explicit target/population/unit supplied; full sentence must follow candidate,R0c
cell,A-T08,row2col2,,3.2844960164588817,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row2col3,,1.0409964930587765,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row2col4,,0.0016041775716127,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row2col5,,1.0453495068760612,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row2col6,,0.0016779372359572,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row3col2,,-0.0360357595511024,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row3col3,,0.0139758089853171,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row3col4,,0.0099248055183769,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row3col5,,0.0217379227357945,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row3col6,,0.0973705554475519,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row4col2,,0.106019818927991,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row4col3,,0.0083464357514341,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row4col4,,5.733906005294877e-37,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row4col5,,0.0319791698585505,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row4col6,,0.000915522257769,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row5col2,,0.0457429738376808,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row5col3,,0.0104717720244924,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row5col4,,1.2526493010730109e-05,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row5col5,,0.0162110826505447,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row5col6,,0.0047768353140821,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row6col2,,-0.0111336338261673,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row6col3,,0.0208437435905779,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row6col4,,0.5932394786581827,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row6col5,,0.0417683276315402,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row6col6,,0.7898103828238578,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row7col2,,-0.0904688695588858,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zPressure; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row7col3,,0.0112243801609988,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zPressure; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row7col4,,7.6274130191452825e-16,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zPressure; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row7col5,,0.0231038213445497,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zPressure; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row7col6,,9.01222885335129e-05,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zPressure; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row8col2,,-0.0465836200775914,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG_zPressure; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row8col3,,0.0086693048205372,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG_zPressure; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row8col4,,7.726677388866191e-08,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG_zPressure; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row8col5,,0.0276250385102014,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG_zPressure; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row8col6,,0.0917413925737066,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG_zPressure; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row9col2,,-0.155834889891181,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; urban_binary; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row9col3,,0.0766188177064379,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; urban_binary; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row9col4,,0.0419618414478329,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; urban_binary; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row9col5,,0.0768067868138772,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; urban_binary; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row9col6,,0.0424663544497163,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; urban_binary; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row10col2,,-0.0775143531757319,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; log_population; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row10col3,,0.0887134200463839,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; log_population; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row10col4,,0.3822482602890902,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; log_population; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row10col5,,0.0886789298707125,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; log_population; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row10col6,,0.3820631799143255,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; log_population; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row11col2,,-3.1803620830587227,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; income_deprivation_rate; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row11col3,,0.9048089951834204,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; income_deprivation_rate; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row11col4,,0.0004398300085559,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; income_deprivation_rate; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row11col5,,0.9167644178458074,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; income_deprivation_rate; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row11col6,,0.0005221739997746,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; income_deprivation_rate; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row12col2,,0.175698010750466,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; deprivation_gap_pct; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row12col3,,0.5464162999333938,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; deprivation_gap_pct; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row12col4,,0.7477966097108144,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; deprivation_gap_pct; LAD_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row12col5,,0.5426878647144462,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; deprivation_gap_pct; LAD_date_two_way_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row12col6,,0.7461233864231571,normal-reference p (not bootstrap),E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; deprivation_gap_pct; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row13col2,,-0.0258985596323963,coefficient per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; morans_i; LAD_CR1; field=coefficient,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
cell,A-T08,row13col3,,0.2407625972420548,SE per design-column unit; regional rate/gap on 0–1 scale,E0,main all_valid,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; morans_i; LAD_CR1; field=SE,passed,explicit target/population/unit supplied; full sentence must follow candidate,E0
