raw_driver,value,n_reference,mean_eta,exp_mean_eta,mean_exp_eta,interpretation
customers_v2_event_excl_reinterruptions,0.0,720,1.3771749506845217,3.963688181100216,4.127556584277605,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,113.27371755154823,720,1.832009305277696,6.246425032380191,6.504667267605488,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,130.91930872016,720,1.77767997855477,5.916114970923129,6.160701393720376,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,151.28964617655515,720,1.7193440526581374,5.580866508830628,5.811592953839325,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,174.80547197816026,720,1.657001527587797,5.243564565162323,5.4603461365149375,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,201.95249712269592,720,1.59065240334375,4.906949194342987,5.109814276612493,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,233.29143373566188,720,1.5202966799259956,4.573581883815885,4.762664759627249,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,269.4695763793758,720,1.445934357334534,4.245817400677488,4.421349704391316,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,311.2341716913747,720,1.367565435569365,3.925781483802859,4.088082732937843,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,359.4478524972937,720,1.28518991463049,3.6153545007371526,3.7648219517291066,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,415.10645518432204,720,1.1988077945179065,3.3161610197332547,3.453259092577107,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,479.3595883467282,720,1.1084190752316163,3.0295650920173514,3.154814599866639,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,553.5343775415002,720,1.0140237567716186,2.7566709020239673,2.870638307672626,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,639.1628765935584,720,0.915621839137915,2.498328327306589,2.6016152295308017,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,738.0137116212787,720,0.8132133223305028,2.2551428573674817,2.34837588733583,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,852.1286113783905,720,0.7067982063493833,2.027489252944292,2.1113105353356523,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,983.8645784334378,720,0.5963764911945572,1.8155282844799683,1.8905865906100277,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1135.942572217479,720,0.4819481768660239,1.6192258697683766,1.6861685619124422,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
