combination,model_id,grid_index,gust,raw_component,shift,curve,variance,lower,upper,band_valid,band_rule,shift_rule,reference
E0_all,final,28,4.1989966555183944,-0.11317218917713272,-0.26627689910732777,0.15310470993019504,0.0003462875932127236,0.11663145372669713,0.18957796613369293,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,29,4.3311036789297663,-0.11673276382667216,-0.26627689910732777,0.1495441352806556,0.00036841986125726563,0.11192337320695604,0.18716489735435515,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,30,4.4632107023411365,-0.12029333847621156,-0.26627689910732777,0.14598356063111623,0.00039123766122712352,0.10721529268721502,0.18475182857501743,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,31,4.5953177257525084,-0.12385391312575099,-0.26627689910732777,0.14242298598157677,0.00041474099312229781,0.10250721216747391,0.18233875979567962,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,32,4.7274247491638794,-0.12741448777529041,-0.26627689910732777,0.13886241133203736,0.00043892985694278812,0.097799131647732865,0.17992569101634187,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,33,4.8595317725752505,-0.13097506242482981,-0.26627689910732777,0.13530183668249796,0.00046380425268859456,0.09309105112799182,0.17751262223700409,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,34,4.9916387959866215,-0.13453563707436925,-0.26627689910732777,0.13174126203295852,0.00048936418035971712,0.088382970608250733,0.17509955345766631,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,35,5.1237458193979935,-0.13809621172390868,-0.26627689910732777,0.12818068738341909,0.00051560963995615598,0.083674890088509646,0.17268648467832853,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,36,5.2558528428093645,-0.14165678637344808,-0.26627689910732777,0.12462011273387968,0.00054254063147791086,0.078966809568768587,0.17027341589899078,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,37,5.3879598662207355,-0.14521736102298752,-0.26627689910732777,0.12105953808434025,0.00057015715492498176,0.074258729049027514,0.16786034711965298,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,38,5.5200668896321066,-0.14877793567252692,-0.26627689910732777,0.11749896343480085,0.0005984592102973689,0.069550648529286468,0.16544727834031522,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,39,5.6521739130434785,-0.15233851032206636,-0.26627689910732777,0.11393838878526141,0.00062744679759507238,0.064842568009545382,0.16303420956097744,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,40,5.7842809364548495,-0.15589908497160576,-0.26627689910732777,0.11037781413572201,0.00065711991681809178,0.060134487489804329,0.16062114078163969,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,41,5.9163879598662206,-0.15945965962114519,-0.26627689910732777,0.10681723948618257,0.0006874785679664273,0.055426406970063249,0.15820807200230191,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,42,6.0484949832775916,-0.1630202342706846,-0.26627689910732777,0.10325666483664317,0.00071852275104007895,0.050718326450322204,0.15579500322296413,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,43,6.1806020066889626,-0.16658080892022403,-0.26627689910732777,0.099696090187103736,0.00075025246603904674,0.046010245930581124,0.15338193444362636,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,44,6.3127090301003346,-0.17014138356976347,-0.26627689910732777,0.096135515537564303,0.00078266771296333097,0.041302165410840037,0.15096886566428858,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,45,6.4448160535117056,-0.17370195821930287,-0.26627689910732777,0.092574940888024898,0.00081576849181293101,0.036594084891098985,0.1485557968849508,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,46,6.5769230769230766,-0.17726253286884228,-0.26627689910732777,0.089014366238485493,0.00084955480258784729,0.031886004371357933,0.14614272810561305,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,47,6.7090301003344477,-0.18082310751838171,-0.26627689910732777,0.08545379158894606,0.00088402664528807959,0.02717792385161686,0.14372965932627527,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,48,6.8411371237458187,-0.18438368216792111,-0.26627689910732777,0.081893216939406654,0.00091918401991362812,0.022469843331875808,0.14131659054693751,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,49,6.9732441471571907,-0.18794425681746055,-0.26627689910732777,0.078332642289867221,0.000955026926464493,0.017761762812134721,0.13890352176759974,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,50,7.1053511705685617,-0.19150483146699998,-0.26627689910732777,0.074772067640327788,0.00099155536494067368,0.013053682292393648,0.13649045298826193,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,51,7.2374581939799327,-0.19506540611653939,-0.26627689910732777,0.071211492990788383,0.0010287693353421706,0.0083456017726526027,0.13407738420892418,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,52,7.3695652173913038,-0.19862598076607882,-0.26627689910732777,0.06765091834124895,0.0010666688376689837,0.0036375212529115158,0.1316643154295864,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,53,7.5016722408026757,-0.20218655541561825,-0.26627689910732777,0.064090343691709517,0.0011052538719211131,-0.001070559266829571,0.12925124665024862,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,54,7.6337792642140467,-0.20574713006515766,-0.26627689910732777,0.060529769042170112,0.0011445244380985586,-0.0057786397865706163,0.12683817787091084,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,55,7.7658862876254178,-0.20930770471469706,-0.26627689910732777,0.056969194392630707,0.0011844805362013198,-0.010486720306311662,0.12442510909157307,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,56,7.8979933110367888,-0.2128682793642365,-0.26627689910732777,0.053408619743091273,0.0012251221662293976,-0.015194800826052748,0.1220120403122353,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,57,8.0301003344481607,-0.21642885401377593,-0.26627689910732777,0.04984804509355184,0.0012664493281827915,-0.019902881345793835,0.11959897153289752,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,58,8.1622073578595327,-0.21998942866331536,-0.26627689910732777,0.046287470444012407,0.0013084620220615018,-0.024610961865534922,0.11718590275355974,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,59,8.2943143812709028,-0.22355000331285477,-0.26627689910732777,0.042726895794473002,0.0013511602478655275,-0.029319042385275967,0.11477283397422197,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,60,8.426421404682273,-0.22711057796239414,-0.26627689910732777,0.039166321144933625,0.0013945440055948694,-0.034027122905016971,0.11235976519488422,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,61,8.5585284280936449,-0.23067115261193358,-0.26627689910732777,0.035605746495394192,0.0014386132952495278,-0.038735203424758072,0.10994669641554645,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,62,8.6906354515050168,-0.23423172726147304,-0.26627689910732777,0.032045171845854731,0.0014833681168295026,-0.043443283944499186,0.10753362763620865,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,63,8.822742474916387,-0.23779230191101242,-0.26627689910732777,0.028484597196315353,0.0015288084703347928,-0.048151364464240204,0.10512055885687091,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,64,8.9548494983277589,-0.24135287656055185,-0.26627689910732777,0.02492402254677592,0.0015749343557653998,-0.052859444983981291,0.10270749007753313,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,65,9.0869565217391308,-0.24491345121009131,-0.26627689910732777,0.021363447897236459,0.001621745773121323,-0.057567525503722405,0.10029442129819532,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,66,9.219063545150501,-0.24847402585963069,-0.26627689910732777,0.017802873247697082,0.0016692427224025616,-0.062275606023463409,0.097881352518857573,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,67,9.3511705685618729,-0.25203460050917015,-0.26627689910732777,0.014242298598157621,0.0017174252036091171,-0.066983686543204524,0.095468283739519766,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,68,9.483277591973243,-0.2555951751587095,-0.26627689910732777,0.010681723948618271,0.0017662932167409879,-0.071691767062945513,0.093055214960182056,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,69,9.615384615384615,-0.25915574980824896,-0.26627689910732777,0.0071211492990788106,0.0018158467617981756,-0.076399847582686628,0.090642146180844249,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,70,9.7474916387959869,-0.26271632445778842,-0.26627689910732777,0.0035605746495393498,0.0018660858387806794,-0.081107928102427743,0.088229077401506442,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,71,9.8795986622073571,-0.26627689910732777,-0.26627689910732777,0,0.0019170104476884989,-0.085816008622168732,0.085816008622168732,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,72,10.011705685618729,-0.26983747375686723,-0.26627689910732777,-0.0035605746495394608,0.001968620588521635,-0.090524089141909847,0.083402939842830925,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,73,10.143812709030099,-0.27339804840640664,-0.26627689910732777,-0.0071211492990788661,0.0020209162612800867,-0.095232169661650892,0.08098987106349316,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,74,10.275919732441471,-0.27695862305594604,-0.26627689910732777,-0.010681723948618271,0.0020738974659638551,-0.099940250181391938,0.078576802284155395,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,75,10.408026755852843,-0.2805191977054855,-0.26627689910732777,-0.014242298598157732,0.0021275642025729395,-0.10464833070113305,0.076163733504817588,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,76,10.540133779264213,-0.28407977235502491,-0.26627689910732777,-0.017802873247697137,0.0021819164711073397,-0.1093564112208741,0.073750664725479823,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,77,10.672240802675585,-0.28764034700456431,-0.26627689910732777,-0.021363447897236543,0.0022369542715670564,-0.11406449174061516,0.071337595946142071,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,78,10.804347826086957,-0.29120092165410377,-0.26627689910732777,-0.024924022546776003,0.0022926776039520892,-0.11877257226035626,0.06892452716680425,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
E0_all,final,79,10.936454849498327,-0.29476149630364318,-0.26627689910732777,-0.028484597196315409,0.0023490864682624377,-0.1234806527800973,0.066511458387466485,True,"original 1.96 sqrt(aVa), with unshifted a; not individual prediction interval",subtract value at grid point nearest full-sample mean gust (final_models Figure11),full-sample gust scaling; pressure/precipitation z=0; all other component coefficients multiply zero
