path,bytes,sha256,scope
docs/new_analysis/dd_agg01/20260909231634/RETURN_TO_CHATGPT.md,8286,831aa98dc748d7491f9629db5480507e61291707ff42613bafffefd7ec098061,modification
docs/new_analysis/dd_agg01/20260909231634/calibration_any_gt100_supported_view.png,100359,acc959cebaf6971bff8257d5ff5385772cac906d37900cee92b215e9c67094be,modification
docs/new_analysis/dd_agg01/20260909231634/calibration_support_review.csv,1515,027928196a80117d3a48868ac118117b19d3d4847dc8f687359223f63db2e444,modification
docs/new_analysis/dd_agg01/20260909231634/calibration_wthr_gt1000_supported_view.png,115553,aad4ec471b456b2844dba6b9f916d4ee6c8390d17cec94615d30ce550c71a45e,modification
docs/new_analysis/dd_agg01/20260909231634/calibration_wthr_gt100_supported_view.png,97528,1cd39814ae21e206cf03be053f3a43aa3cbb2c4b91065ccc94694a2caeaf402a,modification
docs/new_analysis/dd_agg01/20260909231634/inventory.json,1963,97ebb00fda100e3175ca303610dd5b6855b710dc64de8d11135b7e12da1cbfbb,modification
docs/new_analysis/dd_agg01/20260909231634/review_checks.json,1041,759732cb85f9f88d652f703b52e6c43207cda196c67132575ba5fc8ed7f1320b,modification
docs/new_analysis/dd_agg01/20260909231634/review_outputs.py,4704,f063e24aab5ad8477dac0fa8445e96c197bb0e7ea3e44cf819a4df9adb02d0c0,modification
docs/new_analysis/dd_dur01/20260910090006/RESULTS_SUMMARY.md,19152,9d3e1d91159ce3d815b842e455c028fa6333ac0f714487a20a05d78e32c2865b,modification
docs/new_analysis/dd_dur01/20260910090006/build_summary.py,17552,a62e5710d2d05e7b1a2405620113b13b95e6b10bec6b4747ac24bfa057ffeec3,modification
docs/new_analysis/dd_dur01/20260910090006/summary_manifest.json,5542,bc3a585a6dd298c7ad5d04e71582af8ad2573ab9f1997b0636e6807ffefb779b,modification
docs/new_analysis/dd_time01/20260910104718/EXECUTION_RECEIPT.md,9635,c01d7c5654f4deb3d2733281a5458cc999576044963ed310f3a7eaca2a600ce6,modification
docs/new_analysis/instructions/Codex_DD_AGG01_日度阵风聚合单因素测试.md,16852,816071cbc06135ddd47c5831c3d9ae02295c87aab736e7c46334cb9ca0a1b7f9,modification
docs/new_analysis/instructions/Codex_DD_DUR01_持续强风增量测试.md,15342,a84d7904203dfcaefd7213364b0d2617d2b7553d648e7d07e8e6dc8346e1badf,modification
docs/new_analysis/instructions/Model_exploration_predicted_vs_observed.docx,5176756,283643b1ba0d486a8406eba287ff6797c49ffff8cb34ae539b5c8ba0a0e79142,modification
docs/new_analysis/instructions/论文整合计划_v9_附录成文与正文衔接.md,37319,565ba4e4811418448c9f1299e13fbcd83cff60123ccec939dc0d632e63c27636,modification
docs/new_analysis/instructions/附录FGHIJ四步推进台账与第一步J03执行指令 (2).md,46818,3fd5f721ff5c95ba2fe10db94146317c7add51c320d27193218a51312c522dfd,modification
docs/new_analysis/instructions/附录FGHIJ四步推进台账与第一步J03执行指令 (3).md,65342,05e8aa046c61aa93f77d05073496635727b6fc2629d4e1c17b29c4faf2bb215b,modification
docs/new_analysis/instructions/附录FGHIJ四步推进台账与第一步J03执行指令 (4).md,74665,d19d83ae79b463bc39ef2b9d50e8d2e57491f991c10028caab7b5e7512f7f3ba,modification
docs/new_analysis/instructions/附录FGHIJ四步推进台账与第一步J03执行指令.md,24810,7af3e6dbbfbd7c884b9f538b03878fbefec41e158735d659309756937d7eacb4,modification
docs/new_analysis/reports/APP_F02_COMPLETION.md,3320,f71eb4c310a617ba0cfd57fa631cf02c27eb04e4be8c301afd35c57da38c0127,modification
docs/new_analysis/reports/APP_GI_COMPLETION.md,3886,bc453785d4439b5d9f9588f494a2b2f6b064e10d06a820938b882c248b3579fe,modification
docs/new_analysis/reports/APP_GI_NUMERIC_SNAPSHOT.json,6942,0973ae81ece72675c463e01a8927633856d9463ef5523198293e997b7c822253,modification
docs/new_analysis/reports/APP_GI_TECHNICAL_VERIFICATION.json,1151,0f384f27594095f42adef0b545d9925a2a07941fc3c43d9c8a7833b75294f999,modification
docs/new_analysis/reports/APP_H03_CACHE_VERIFICATION.json,3829,7fae48aac38de5c1dd4af70137d594271f18ecdef133246b4e4f2ba7b4ea3618,modification
docs/new_analysis/reports/APP_H03_COMPLETION.md,5874,045d8b607d0a4b0692c2953098ed7aea185c66d59230ea1b7e63f740b9ad2398,modification
docs/new_analysis/reports/APP_H03_PROTECTED_SNAPSHOT.json,116407,d54c1cb4e0b5aa05e5fc69050cf6ae34d0bfa53129ab7d608f07642ff384c1a1,modification
docs/new_analysis/reports/APP_H03_SAVED_VERIFICATION.json,15346,96d7e81da1fae78c153ecafc73baa1fe1955d45cfe08c058b709887823b03ced,modification
docs/new_analysis/reports/APP_J03_COMPLETION.md,6066,7cc74b6bf778bf64a21d762c2d9b689e266432d323cecd5bb523a0b224b046c6,modification
docs/new_analysis/reports/F02_DELIVERY_CHECKS.json,4627,7d55e1733b7292b73b4905a5851679f2bde2e2cf99eab43a03e40bdcf1e368fb,modification
docs/new_analysis/reports/F02_EXPORT_SNAPSHOT.json,2163,17e011d945fb9e1f7aa9182e339943271339b3e4c3ee694f153756b0caa13790,modification
docs/new_analysis/reports/F02_SCOPE_SNAPSHOT.json,101382,f2208e28dc1d578345787dc6086272f86cf9837b1ac2d60f8c8166e5cdeff509,modification
docs/new_analysis/reports/J03_DELIVERY_CHECKS.json,22888,537905bea0bfd8572e622343df30bc9c66ec7972d696b6d00d84544ab2fd6796,modification
docs/new_analysis/reports/J03_SCIENTIFIC_EXPORT_SNAPSHOT.json,2716,d5218c2a2f46e8ff5e5f5ded394107e0de3972eb218db7d32b8fa3caed157762,modification
docs/new_analysis/reports/J03_SCOPE_SNAPSHOT.json,92014,dfd2c88a2cd03459b90315449ebc87de83f5de0358456948f5ac25a7b44a939d,modification
docs/new_analysis/reports/verify_h03_cache.py,2220,566ed5ce714721bdf850a2562118bd4ae883429dd091fc61fca223cfd8a839a0,modification
docs/new_analysis/reports/verify_h03_saved.py,6675,1810cb1c0abc8576292a9903bb9b7b555d064c88e2fba1a1fd3f81ac08162488,modification
docs/new_analysis/reviews/20260909205214/REVIEW.md,25692,c16eb9ec124a01562b908a872872811fd883a649957c801c88aa2a79534f5c2d,modification
docs/new_analysis/reviews/20260909205214/audit.json,131796,3df1721753ee34bcbfbe9c873ed93c90564178b53c914c9046c7cfa136efda3d,modification
docs/new_analysis/reviews/20260909205214/audit_results.py,16902,5b1099ae34a048dfe84fe16dc186c912dabfb38b9b1d2a883162d5502fa07de9,modification
docs/new_analysis/reviews/20260909205214/review_constant_baseline.csv,2074,1957a82bab75fe77983cb74d71a8a660724f9407d747b66021f61bc08b69cb74,modification
docs/new_analysis/reviews/20260909205214/review_delivery.json,1887,a8c689fb3ab84a58c21c217b7131bcc81bba13ce2e6cd60e2f5b941b95ac3c40,modification
docs/new_analysis/reviews/20260909205214/review_file_coverage.csv,16489,1510e7a50afce73d8cae92876849e874d6d2de94afd2d0fedacc8e599ac00a68,modification
docs/new_analysis/reviews/20260909205214/review_metric_details.csv,460,253878a6978c21e51c98825c481bcab267d32a8cbdac5fad9a38c24c90556039,modification
docs/new_analysis/reviews/20260909205214/review_small_calibration_bins.csv,887,654031d77f91a701b56dee71b1f90de3f8ececd4be3129d3d23b8b8dc76d8ab1,modification
docs/new_analysis/reviews/DD_TIME01_REVIEW.md,26695,48dbeece3913aa5594e595d9c5aabed7552a928b16db7e3463e243c561a74dbb,modification
docs/new_analysis/reviews/DD_TIME01_REVIEW_CALCULATIONS.md,5544,2b4209659c8043853423bdec399be61aaedb20fa039d6c55d902f0bf9cff140b,modification
docs/new_analysis/writing/APPENDIX_A_E_WRITING_RECORD.md,16635,fe4dd3348b957752a03e62b93749e3b3af6f6e6aa1ad7fd395000f3150e74561,modification
docs/new_analysis/writing/APP_WRITE_AE_COMPLETION.md,1409,384eac146f6d0adaabe06b7075d0a97333ae3030eb57a826de4359d3c45c0637,modification
docs/new_analysis/writing/Appendices_F_J_author_notes.md,5194,f366b55c2c9008a5f3ed7464e52bf70d48f93c24cf128535368d06e71ec0798b,modification
docs/new_analysis/writing/Appendices_F_J_draft.md,90558,ca590b801dcf54b90c71a44a30f5cd686a1a3b41becb5c4873b503722e0702c3,modification
docs/new_analysis/writing/Appendices_F_J_evidence_map.md,12903,82d7621a010545704ff876c68e48895d13199218176109d9f9c2f7794f636474,modification
docs/new_analysis/writing/Supplementary_Information_A_E_draft.md,64557,bb8c72733ec15f6a3f4e6b76c092952a817cea352ca86e4c3f7b360a85da45f6,modification
docs/new_analysis/writing/checks/candidate_audit.json,4735,98b80e3996c625fbd2b97631a5b676d5f67515d4887bdaa8229a188cc0decf61,modification
docs/new_analysis/writing/checks/candidate_findings_disposition.json,5988,6fe59c4e34a751cebb536624a06ede0038e8d92f423891d1b464999a9236cc64,modification
docs/new_analysis/writing/checks/check_document.py,2696,9ca470d48af4cba0c12f4a0a40239d3d52d19309919e2b85ee37afcd299c50d0,modification
docs/new_analysis/writing/checks/document_check.json,34684,534b134fcb6cdd34308fb5d4dc42ea807e3da14b7fd14fb8521284af6398961d,modification
docs/new_analysis/writing/checks/fj/CHECK_RECORD.md,4142,8caa04501cc63b1e8e8402c791d6a78540fbeecfac845be429fc97bc0afa5f57,modification
docs/new_analysis/writing/checks/fj/candidate_audit.json,14502,340ccd6722dbc6926f368cea9c72215dc46e1e96a318b64f6d4e85fc6e267dbc,modification
docs/new_analysis/writing/checks/fj/candidate_findings_disposition.json,37902,7af8e9c74adc068d338403aec9c64bf55e7c9279a65cef15c3073532ecc0b9d3,modification
docs/new_analysis/writing/checks/fj/check_writing.py,4303,c4cec9441d3ce6911c2906a9f07f86c85cf653e8719d565e08a249421ad06005,modification
docs/new_analysis/writing/checks/fj/format_tables.py,13158,0e464cacfd6d0cba53d68845480a2f753a1c16b3ec51ffaefbb57b5609444473,modification
docs/new_analysis/writing/checks/fj/manuscript_state.json,10150,0798b2b8da83fbb2ca86db240e6b245c3edda46eb41e487d24fcf2e76864e966,modification
docs/new_analysis/writing/checks/fj/prepare_writing.py,4713,6fc3d139374c998809f9d9e4cd1caf4d9514c1588a8624df49abfc23fd03f867,modification
docs/new_analysis/writing/checks/fj/protected_sources.json,135488,38a154d8125ba3d4a5bacba0c981e74463d4b6755cfc335780303684579d3c11,modification
docs/new_analysis/writing/checks/fj/state_audit.json,63,9987b2986ed50ae5670ca9819451ff5efcfa19cc479b5802d187bbdb8a9ee2f1,modification
docs/new_analysis/writing/checks/fj/table_checks.json,309,8582e5e5b1dc78fc23466005554a1d64741b06f550816d38787670f3cf7aa9bd,modification
docs/new_analysis/writing/checks/fj/table_sources.json,8212,3b9d502ddaf17a4a1448f1caa560299e67dcfd1e26be7f0786f520d0f43c6af5,modification
docs/new_analysis/writing/checks/fj/writing_checks.json,1996,24ef59b303dc0c59b9f033897932fb24e186509a71e7660bd6357c079f4c7eb3,modification
docs/new_analysis/writing/checks/format_existing_tables.py,13537,0b2e7eccdb108f6caef442ed7a95ebbabf2a3fb7dafe2c25f177ef6c703e28f8,modification
docs/new_analysis/writing/checks/manuscript_state.json,9729,87c3da5594364e327dc626f4666929bf8d0e09849ffee394260dc061aa55c7b3,modification
docs/new_analysis/writing/checks/state_audit.json,63,9987b2986ed50ae5670ca9819451ff5efcfa19cc479b5802d187bbdb8a9ee2f1,modification
docs/new_analysis/writing/checks/table_transfer_check.json,3089,f84cca166be7839ca5102a9a0e2dea5ff714324a3d0fc3c11951c8674c211f99,modification
main_appendix.py,969,272dae3cc5a9f03d7a5427efc8761bb1e19c7ab6aaf966c58e7fe3a0f1662a2c,modification
main_new.py,5192,e674723bf822d9252af07689be835fa90cfef9e8a22db7aa3eadb70925ebcc6c,modification
results/Appendix/A/README.md,3971,5d941fc6a7f72b10bbdda9676086fc1378b05c870a1db9738d836e7b19018275,modification
results/Appendix/A/logs/execution.log,300,f05f7e6dc7820f49265be7d4cd6566e27a40ecd1cb976e1b930f7a2adbef539a,modification
results/Appendix/A/logs/validation.json,257,10b5be36cff2b008e44b7e52dc58cdb7020824c52de45eecbd14b1c101c0c467,modification
results/Appendix/A/manifest.json,15676,30a4feb64fcdfe6aa939df894f9c9fdb8578de31b4ef7259b4e6d46e9a5f9226,modification
results/Appendix/A/tables/A03_EXISTING_DEFINITION.csv,443,0bf94e84990be97c61d4fa677bf645da861d1ad8b1b5321cf2201d4f78855b79,modification
results/Appendix/A/tables/A03_EXISTING_DEFINITION.md,1075,886ba083bc3e17d8f5ee729090ff9dadd0d0e28e85bd73611d67d951e07aff59,modification
results/Appendix/A/tables/A05_APPENDIXG_TABLE_G1_CORRECTED.csv,658,fac546519441ab4844f8c2f02e3fc200938b5ad6b9da2f50543e636ee44889c6,modification
results/Appendix/A/tables/A05_APPENDIXG_TABLE_G1_CORRECTED.md,1292,47e47fc6c0a146c7197ee3d288629beeec94d3959b55a8451aae8e2f7aceead1,modification
results/Appendix/A/tables/A_CAUSE_COUNTS.csv,554,82bc4014c3d2e2b4276b172d3e552dedcb5a487dd9afa94f262fd8157007fb49,modification
results/Appendix/A/tables/A_CAUSE_COUNTS.md,1259,9b6d8c2378fcc61bdd76c15e3f7872f9629839ebb29d082d9a811ea7248834b1,modification
results/Appendix/A/tables/A_COVARIATE_SUMMARY.csv,2743,9d76b25539358af3bcd8867cb3f5102224b4eeebc7e36a78e5079f451ad745ff,modification
results/Appendix/A/tables/A_COVARIATE_SUMMARY.md,3081,5271b668f445009e81f1c1e83921b8a909b952c1e17e01c32d142617fc782352,modification
results/Appendix/A/tables/A_FINAL_DESIGN_VIF.csv,8074,6c467b3d6cdeb086272747441fa9019d8cdf5d88a075e70c422a3aa8aeb69c13,modification
results/Appendix/A/tables/A_FINAL_DESIGN_VIF.md,9378,b236a28ac271cb125726561c5f7eb2cb1c74b4609a21c3f6bb0c3ee354d88ec6,modification
results/Appendix/A/tables/A_SAMPLE_FLOW.csv,615,a7e8a7004c7c99d28d9c65926fa4ccaac9893867b0a309592d3fa7b3fd4c5d9b,modification
results/Appendix/A/tables/A_SAMPLE_FLOW.md,1387,db55dfbaceae9b9c7f55a30be9babe110eb7d2b9962efb5fd65a6710ed4ec800,modification
results/Appendix/A/tables/A_VARIABLE_DICTIONARY.csv,1866,f802a4a4f9a7187791397c27414de5f323f917d63207cc7cf8f016d72deff77d,modification
results/Appendix/A/tables/A_VARIABLE_DICTIONARY.md,2731,3a204ebc854aaac6ef6d30daf7553ec08f6c7379dd78edef6f2841324926aceb,modification
results/Appendix/B/README.md,2246,631389922e9fd8fe700d1ead758acccb3ed418554acf79dd999592ae7f2bb255,modification
results/Appendix/B/logs/execution.log,187,f640f89f5f7883fd93b6628e2d3712b2ac703837c323f31a3be745b8380276b6,modification
results/Appendix/B/logs/validation.json,255,ceb2dc930c6040e8cb5bc96b89ae455ffa20063ef84ccc55fd729656598ad8ae,modification
results/Appendix/B/manifest.json,8990,f94a58a56856f819d1fa031e736e211171b747d2cc3cef500f02f9e0451abd09,modification
results/Appendix/B/tables/B03_EXISTING_DEFINITION.csv,516,34b99b26632214ba24a6e09d3fd7a6ed93d9363e03750a2f358534018ebe14a4,modification
results/Appendix/B/tables/B03_EXISTING_DEFINITION.md,1175,02e835b8e6e8aa7387253c5c41ed7e9eee37a67b4647611d183fbde8b0f5b088,modification
results/Appendix/B/tables/B_CONSTRUCTION_RULES.csv,598,45e33bb1b97e124b40545b4b12ec90c52f327253a59fe6b30b3df62008edac2c,modification
results/Appendix/B/tables/B_CONSTRUCTION_RULES.md,1267,dcbe3c054a84f99957adcd134e78a989d0c1a4b0d6ea80263bef83f7dd6712f6,modification
results/Appendix/B/tables/B_RECOVERY_DEFINITION.csv,524,fd06c8e0b13adb42808e3a73d1e48ad7097ce67f4b107e51bbbcadb94fb62f43,modification
results/Appendix/B/tables/B_RECOVERY_DEFINITION.md,1246,828b4b7690ed9e1ff477e1fa977c555f1307dd04db870ce15341da297721a50e,modification
results/Appendix/B/tables/B_REPRESENTATIVE_REPAIR.csv,1808,2a8cc57d0c183a1197b3ae1f29dbfbac0a6636c3ca2ff8f4479c65ed07a99d0e,modification
results/Appendix/B/tables/B_REPRESENTATIVE_REPAIR.md,2588,f76ca9e1175958f62e652f82434527682603810d9d109897156f8493991d0a59,modification
results/Appendix/C/README.md,6879,f0e2e125470ab03e01f8bc113d1d0d0f1e44c7f4d5ed10e7d2cbdbb803d734a3,modification
results/Appendix/C/data/C_PERFORMANCE_FIGURE.csv,11704,d1bb6f7de576bf30633b8853e7963b34c19d260dfb3735d141859d9b41f4f18f,modification
results/Appendix/C/data/candidate_definitions.csv,96850,293ee3e2d01f54d7c615448157a66a2648dd62057e9a9e6c7f285b24d0f9e136,modification
results/Appendix/C/data/component_metrics.csv,42433,557c0ec0c01d5e34b91261d0c331b2780d318e3ef52d7ea0abf66279ca348a34,modification
results/Appendix/C/data/models/E0_all/F01/coefficients.csv,1064,17cf6f0bd6eab9e38bc7229ba86a9f703215a6dee0d94da495465d16da442fc3,modification
results/Appendix/C/data/models/E0_all/F01/in_sample.csv.gz,990437,f93054b49d4dd9a06a9e3cac9a21746edc6c3695f40cd32b65f06a2098d70f51,modification
results/Appendix/C/data/models/E0_all/F01/preprocessing.json,4199,800db8b9a09e0d2e6ac5292100ad31a3ff9f639fb589300a0445ba6007dedfa4,modification
results/Appendix/C/data/models/E0_all/F01/result.json,6458,3c630987d5bdd79ac92e8a9dba75b820a0f3ad41463fa5c7a040b3f1667f48cb,modification
results/Appendix/C/data/models/E0_all/F02/LAD_OOF.csv.gz,1022893,a298a07f1949c7eae6ab693b489fbcd8e1c0d410655fe25af1981788af11aee0,modification
results/Appendix/C/data/models/E0_all/F02/LAD_OOF_folds.csv,310,c1e77683fdb4708defbccdbb7337df39264f378e172a8f83c50e2425a7753216,modification
results/Appendix/C/data/models/E0_all/F02/coefficients.csv,1097,11a01a81303ab3fbdf9a566798d87957660dd3e19a679fc6087549454c622b69,modification
results/Appendix/C/data/models/E0_all/F02/in_sample.csv.gz,991592,9bd348a7d708f3660be052de292679909440d5b73aa39f778cc6c9990526e534,modification
results/Appendix/C/data/models/E0_all/F02/preprocessing.json,30705,e9bb6b6397910f81c54d9334825b6b3f291613a7aa3ed6fc70c8b4c499a90bdd,modification
results/Appendix/C/data/models/E0_all/F02/result.json,6563,6490e147062d67aa191e1d2b3d1332a2662e72ff822c7eb6d0b3bc52d3aa6c02,modification
results/Appendix/C/data/models/E0_all/F03/LAD_OOF.csv.gz,1021259,3df67465c0ff6bfbe4c1703289cdafb2336575253e46c023c481dda67189774f,modification
results/Appendix/C/data/models/E0_all/F03/LAD_OOF_folds.csv,309,426fe97f20f1e7962910d36ef511e724415b931512ab7ece851f776c486795ee,modification
