raw_driver,value,n_reference,mean_eta,exp_mean_eta,mean_exp_eta,interpretation
customers_v2_event_excl_reinterruptions,0.0,9857,1.8400960071624084,6.297142802817801,7.286976323762306,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,20.829372557057667,9857,1.6560175603818628,5.238407607142868,6.061820956384448,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,24.46791053507142,9857,1.642888620485262,5.170082368914806,5.982755829727239,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,28.7129230502183,9857,1.6293858693927015,5.100741235138771,5.902515121216914,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,33.66549778288351,9857,1.6155093071041817,5.030449314719214,5.821174174078174,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,39.443571792115335,9857,1.6012589336197025,4.959271890146179,5.738808532406845,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,46.18473998407789,9857,1.5866347489392638,4.8872743181913965,5.6554938262566035,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,54.04953169836216,9857,1.5716367530628659,4.81452193185313,5.571305658170763,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,63.225233438429,9857,1.5562649459905085,4.741079943750376,5.486319491391232,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,73.93034877794295,9857,1.5405193277221916,4.667013351160409,5.400610539969118,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,86.41980164800337,9857,1.5243998982579154,4.592386842886512,5.314253660993209,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,100.9910069126205,9857,1.5079066575976796,4.51726470813518,5.22732324914381,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,117.99095279276231,9857,1.4910396057414848,4.441710747574127,5.139893133770134,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,137.82446379473242,9857,1.4737987426893302,4.365788186733998,5.052036478679853,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,160.96384091032522,9857,1.4561840684412164,4.289559591908063,4.963825684819229,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,187.9601086535621,9857,1.4381955829971433,4.2130867886950325,4.875332296011892,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,219.45613676286743,9857,1.4198332863571106,4.136430783320933,4.78662690791345,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,256.2019490394804,9857,1.4010971785211186,4.05965168686635,4.697779080328209,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,299.0725838757868,9857,1.3819872594891671,3.98280864251561,4.6088572530228,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,349.0889317913737,9857,1.3625035292612564,3.9059597559345622,4.5199286651602195,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,407.4420461869289,9857,1.342645987837386,3.8291620288735224,4.431059278465966,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,475.5215062348223,9857,1.3224146352175563,3.752471296081799,4.342313704226297,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,554.9485073198879,9857,1.3018094714017674,3.675942165609967,4.25375513420676,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,647.6144670224019,9857,1.2808304963900188,3.599627962565829,4.1654452755672855,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,755.7260659784208,9857,1.259477710182311,3.5235806763797317,4.077444289838251,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,881.857796188194,9857,1.2377511127786436,3.4478509116246907,3.9898107360101327,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1029.0132681203315,9857,1.215650704179017,3.372487842426661,3.9026015177776414,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1200.696736535102,9857,1.193176484383431,3.2975391704902375,3.8158718349675653,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1400.9965482914645,9857,1.1703284533918854,3.223051086755194,3.7296751391681937,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1634.6824993039872,9857,1.1471066112043806,3.149068236689528,3.644063093566858,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
customers_v2_event_excl_reinterruptions,1907.3194190383492,9857,1.1235109578209161,3.075633689215156,3.55908553699112,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim
