LAD21CD,status,mean_eta,exp_mean_eta,mean_exp_eta,interpretation,regional_proxy_flag
E06000031,descriptive_common_calendar,2.128706802025197,8.403991756036735,8.674469065208546,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000069,descriptive_common_calendar,2.2292836450513973,9.29320646000668,9.591546974657623,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000070,descriptive_common_calendar,1.9893266361625044,7.310609404550334,7.545893117684848,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000071,descriptive_common_calendar,2.192201074876,8.954901848036478,9.24345736606191,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000072,descriptive_common_calendar,2.1383005820848076,8.485005798639254,8.75768828800347,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000073,descriptive_common_calendar,2.459956052420207,11.704297153144848,12.081547306351732,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000074,descriptive_common_calendar,1.9062016203452343,6.727486657539485,6.943955398253606,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000075,descriptive_common_calendar,2.245410345766055,9.444290185928278,9.748340705498604,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000076,descriptive_common_calendar,1.7339332739646844,5.662883835126832,5.845378035627689,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000077,descriptive_common_calendar,1.959775485583799,7.097733342798696,7.326123760144869,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000095,descriptive_common_calendar,2.2638588962236477,9.620140756502574,9.929798606020528,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000096,descriptive_common_calendar,2.4368817084004677,11.437320178737691,11.805499581565828,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000098,descriptive_common_calendar,2.0389075816302604,7.682212423346617,7.929176471778041,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000099,descriptive_common_calendar,2.194805367123352,8.978253423460348,9.266965482964231,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000102,descriptive_common_calendar,2.440002604183518,11.473070620737342,11.841814537152601,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000103,descriptive_common_calendar,2.1935616119298826,8.967093615609741,9.25605803526246,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000105,descriptive_common_calendar,2.2575183838476094,9.559337101841914,9.867732075380621,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000106,descriptive_common_calendar,2.1100870110475722,8.248959003965767,8.5144393244561,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000107,descriptive_common_calendar,2.282812944915,9.804220389035589,10.12061854753552,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000108,descriptive_common_calendar,2.110544009068058,8.252729623418837,8.518153596589416,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000109,descriptive_common_calendar,2.342918152703107,10.411574840603675,10.746848639968391,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000110,descriptive_common_calendar,2.1614583780926577,8.683792681324066,8.963930804839253,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000111,descriptive_common_calendar,1.9911821804516165,7.3241871572458805,7.559387989553817,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000112,descriptive_common_calendar,2.35085696638263,10.494559356840488,10.831916033100326,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000113,descriptive_common_calendar,1.8515489511290808,6.369678205570053,6.574614316883547,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000114,descriptive_common_calendar,2.254709879399498,9.532527326379496,9.838475950864481,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000115,descriptive_common_calendar,2.1498350616540995,8.583442541601721,8.859643982510963,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000116,descriptive_common_calendar,2.2207889956363007,9.21459827635798,9.511025405134914,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000143,descriptive_common_calendar,1.895882970473701,6.658425002498429,6.872560708819131,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000144,descriptive_common_calendar,2.146503302858518,8.554892169304935,8.83037974539464,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000145,descriptive_common_calendar,2.401567842828443,11.040472543966448,11.394820957441683,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000146,descriptive_common_calendar,1.8561124873539716,6.398812890834978,6.604244922393375,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000147,descriptive_common_calendar,1.8086326799795334,6.102098204456442,6.297854432048792,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000148,descriptive_common_calendar,2.1432481632410543,8.52709007527945,8.801321491640383,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000149,descriptive_common_calendar,1.830518161498081,6.2371176555914145,6.437901882815605,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000179,descriptive_common_calendar,1.9814258774987912,7.2530776156206285,7.486534869577529,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000200,descriptive_common_calendar,2.0045157266605518,7.422498508113085,7.661575922655094,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000202,descriptive_common_calendar,2.176080408874324,8.811700220279702,9.094386905355506,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000203,descriptive_common_calendar,1.664592700686822,5.2835208370443185,5.454005119408229,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000207,descriptive_common_calendar,2.1437391277228866,8.531277601519005,8.805323858978163,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000208,descriptive_common_calendar,2.3184404712485374,10.15981741727832,10.486758026394364,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000209,descriptive_common_calendar,2.1399624126692802,8.499118163716993,8.773041173925188,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000210,descriptive_common_calendar,2.158167422381855,8.655261677093842,8.93330749279467,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000211,descriptive_common_calendar,2.1930593755299013,8.962591145540763,9.2513872739032,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000212,descriptive_common_calendar,2.3409181984854666,10.39077297591108,10.725809385072765,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000213,descriptive_common_calendar,2.4952396668577834,12.124639044537961,12.514589011943732,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000215,descriptive_common_calendar,2.2455749567004064,9.445844947321921,9.749693499185177,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000216,descriptive_common_calendar,1.7680195171368533,5.859237742971613,6.047989771794737,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000217,descriptive_common_calendar,2.1327646382441516,8.43816306206098,8.709221135505507,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000223,descriptive_common_calendar,2.327309443135078,10.250325315056598,10.579081494250158,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000224,descriptive_common_calendar,2.1912478245943006,8.946369652632175,9.23406880535417,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000226,descriptive_common_calendar,2.2621032732075106,9.603266232957179,9.912864394005075,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000227,descriptive_common_calendar,1.828437217132422,6.22415205577278,6.42416078259416,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000228,descriptive_common_calendar,2.066736246294847,7.899000609112173,8.15365887549526,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000229,descriptive_common_calendar,2.25809314996474,9.564833064205452,9.8721539626882,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000240,descriptive_common_calendar,2.1314986855203872,8.427487505349797,8.698195494962262,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000241,descriptive_common_calendar,2.410108396734056,11.135168095504097,11.493238531740918,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000242,descriptive_common_calendar,2.0783435641146073,7.991220999932694,8.248381507487213,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000243,descriptive_common_calendar,2.235743564024059,9.353434144270262,9.654142855302627,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000001,descriptive_common_calendar,2.247135725130776,9.460599234931905,9.783286320625983,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000002,descriptive_common_calendar,2.2455892523570387,9.445979982843097,9.750769197323848,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000003,descriptive_common_calendar,2.0495870347737193,7.764693895547518,8.014812248970664,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000004,descriptive_common_calendar,2.4657465436287036,11.772267383503586,12.151294559587686,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000005,descriptive_common_calendar,2.317574391874609,10.151022018276947,10.478117833057146,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000006,descriptive_common_calendar,2.264348446150051,9.624851448667332,9.934062267660709,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000007,descriptive_common_calendar,2.2355189764771413,9.351333715314466,9.651736179767168,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000008,descriptive_common_calendar,2.070477511226509,7.928608213497269,8.184158698431744,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000010,descriptive_common_calendar,2.4688130907124246,11.808423003840225,12.187250213311811,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000011,descriptive_common_calendar,2.137741216954527,8.480260909451765,8.753170468426292,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000012,descriptive_common_calendar,2.0161217793947395,7.509146263806416,7.750742966005026,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000013,descriptive_common_calendar,2.0918667484587314,8.100021762949977,8.360490190397451,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000014,descriptive_common_calendar,2.333722483446504,10.316272298822822,10.647341787902553,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000015,descriptive_common_calendar,2.149902353986035,8.584020160900838,8.860472085241623,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000016,descriptive_common_calendar,2.272073883329341,9.69949559196931,10.012121752416478,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000017,descriptive_common_calendar,2.3164417661433654,10.139531218156979,10.467255605761443,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000019,descriptive_common_calendar,2.0110766336574675,7.4713569330393845,7.711713031703597,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000020,descriptive_common_calendar,2.455550090014974,11.652841898107628,12.026922985466417,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000021,descriptive_common_calendar,2.0073734166497372,7.443740044201423,7.683077266245635,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000022,descriptive_common_calendar,1.9431858947310179,6.980956171623745,7.205004153289161,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000023,descriptive_common_calendar,2.137988700972554,8.482359898217926,8.754589249069625,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000024,descriptive_common_calendar,2.445545563599784,11.536841963271904,11.907559776228009,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000025,descriptive_common_calendar,2.036700983387613,7.665279555802116,7.9128822468021704,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000026,descriptive_common_calendar,2.234107434160642,9.338143223718243,9.638710686855074,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000027,descriptive_common_calendar,2.015537279398562,7.504758450307335,7.745664275729197,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000028,descriptive_common_calendar,2.1200568396736226,8.331611040281556,8.59967604721181,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000029,descriptive_common_calendar,2.193892856006121,8.970064404251893,9.258389036348177,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000030,descriptive_common_calendar,2.121210506008284,8.341228486047235,8.61006186456768,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000031,descriptive_common_calendar,1.9846799984792531,7.2767184518714965,7.510464392028806,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000032,descriptive_common_calendar,2.1585614219649574,8.658672518477177,8.93708248623879,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000033,descriptive_common_calendar,2.1860733997092585,8.900196896621324,9.186280904094009,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
