,missing_pct
other_change,4.140798063059845
LAD21NM,4.140798063059845
LAD21CD,4.140798063059845
BNG_N,4.140798063059845
deaths,4.140798063059845
internal_net,4.140798063059845
internal_in,4.140798063059845
internal_out,4.140798063059845
international_in,4.140798063059845
LONG,4.140798063059845
LAT,4.140798063059845
BNG_E,4.140798063059845
bua_area_km2,4.140798063059845
area_km2,4.140798063059845
nation,4.140798063059845
LADNM_lad,4.140798063059845
dno_licence_area,4.140798063059845
gva_information,4.140798063059845
gva_finance,4.140798063059845
gva_realestate,4.140798063059845
gva_professional,4.140798063059845
gva_public,4.140798063059845
gva_other,4.140798063059845
gva_prod_share,4.140798063059845
gva_manufacturing_share,4.140798063059845
gva_construction_share,4.140798063059845
income_deprivation_rate,4.140798063059845
income_deprivation_rate_quintile,4.140798063059845
gva_total,4.140798063059845
gva_prod,4.140798063059845
gva_manufacturing,4.140798063059845
gva_construction,4.140798063059845
gva_distribution,4.140798063059845
gva_realestate_share,4.140798063059845
gva_distribution_share,4.140798063059845
gva_information_share,4.140798063059845
gva_finance_share,4.140798063059845
gva_public_share,4.140798063059845
gva_professional_share,4.140798063059845
gva_other_share,4.140798063059845
Spatial Coordinates,4.035291991206426
lon,4.035291991206426
lat,4.035291991206426
lon_r,4.035291991206426
lat_r,4.035291991206426
request_key,4.035291991206426
SiteFunctionalLocation,3.8747209973896704
substation,0.31946061597050873
customers_v2_event_excl_reinterruptions,0.03699017658605891
cause_group_official,0.0
cause_code_norm,0.0
regulatory_year,0.0
unique_identifier,0.0
stage_row_count,0.0
clean_start,0.0
weather_eligible_v3,0.0
incident_date_utc,0.0
Daytime Indicator,0.0
Hour,0.0
Month,0.0
Weekday,0.0
Cause Code,0.0
Damage to the Network,0.0
incident_count,0.0
licence_area,0.0
End Date and Time,0.0
Number of Customers Restored,0.0
Re-interruption Stage,0.0
MEI code,0.0
source_row_number,0.0
Incident Reference,0.0
Restoration Stage,0.0
Start Date and Time,0.0
year,0.0
event_customer_weight_denominator,0.0
duration_B_full_span_hours,0.0
is_reinterruption_stage_v3,0.0
stage_duration_hours,0.0
customer_minutes_lost_event,0.0
all_stages_are_reinterruption,0.0
weather_status_v3,0.0
