LAD21CD,status,mean_eta,exp_mean_eta,mean_exp_eta,interpretation,regional_proxy_flag
E06000031,descriptive_common_calendar,2.9994174658496227,20.07383981931326,21.157573786110337,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000072,descriptive_common_calendar,3.204524714207337,24.643784391942905,25.9747565925464,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000073,descriptive_common_calendar,3.265404723064208,26.190708830014778,27.604404572890463,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000074,descriptive_common_calendar,3.2593918190057796,26.033699125798584,27.439338645266442,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000075,descriptive_common_calendar,3.283953210978235,26.681040271633986,28.121529693351864,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000076,descriptive_common_calendar,2.8256832721344645,16.872469536712554,17.783185408271464,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000077,descriptive_common_calendar,3.413919289519203,30.384095267640067,32.024661187891965,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000095,descriptive_common_calendar,3.2128288026937204,24.84928060666762,26.19075986246391,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000096,descriptive_common_calendar,3.3967110952597914,29.86571285844807,31.47828017779649,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000098,descriptive_common_calendar,3.112956965052292,22.487440762957736,23.701736154788527,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000099,descriptive_common_calendar,3.273604158165978,26.40634066888092,27.832315912468133,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000102,descriptive_common_calendar,3.4067676926941735,30.167575621828455,31.796760328628835,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000103,descriptive_common_calendar,3.2261336026099157,25.182104481100453,26.54139079662266,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000105,descriptive_common_calendar,3.1956838468585347,24.42687222185862,25.744846675411466,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000106,descriptive_common_calendar,3.1605011770410494,23.582411931298815,24.85549839945009,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000107,descriptive_common_calendar,3.2498542699651636,25.786581763903044,27.17825615347791,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000108,descriptive_common_calendar,3.0106609851705235,20.300814028513276,21.39696050647284,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000109,descriptive_common_calendar,3.2039437174323995,24.6294705912276,25.95906063769578,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000110,descriptive_common_calendar,3.1888567354465085,24.26067521203265,25.569901965967237,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000111,descriptive_common_calendar,3.33257594845701,28.010402203659304,29.52351187000795,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000112,descriptive_common_calendar,3.1310419133518717,22.897824667256323,24.134368107064624,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000113,descriptive_common_calendar,3.002237361402256,20.130525837706564,21.21757913002331,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000114,descriptive_common_calendar,2.956715468424504,19.234690938739394,20.274025815609804,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000115,descriptive_common_calendar,3.23767613880603,25.474453814142436,26.849836830935594,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000116,descriptive_common_calendar,3.298956566322123,27.084363434474646,28.547042221429734,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000143,descriptive_common_calendar,3.2327001160146698,25.34800721286059,26.716847960452508,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000144,descriptive_common_calendar,3.295993883102914,27.0042397945132,28.46213662096556,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000145,descriptive_common_calendar,3.014962073548551,20.388317669345373,21.489688019402582,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000146,descriptive_common_calendar,3.1233748316361822,22.722936472182514,23.950227809874416,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000147,descriptive_common_calendar,3.1594541387274546,23.557733164541524,24.83037220868606,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000148,descriptive_common_calendar,2.975744921213676,19.60422141208795,20.662696973915594,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000149,descriptive_common_calendar,3.2767779560228054,26.490282192554588,27.92043576522871,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000179,descriptive_common_calendar,3.4369824235381095,31.09299098530622,32.77190119437883,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000200,descriptive_common_calendar,3.348498174611351,28.4599596423155,29.99622099759255,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000202,descriptive_common_calendar,3.064884790099166,21.43199266718944,22.589998293602008,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000203,descriptive_common_calendar,3.155620074015441,23.467584219996702,24.73415368008821,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000207,descriptive_common_calendar,3.305363236300544,27.258441046055296,28.730686724370752,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000208,descriptive_common_calendar,3.399586184263868,29.951702996502647,31.568646602738905,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000209,descriptive_common_calendar,3.3031650120274576,27.198586690052775,28.666583883207693,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000210,descriptive_common_calendar,3.304521700327459,27.23551173661737,28.706331329358832,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000211,descriptive_common_calendar,3.3072147900588087,27.308958268262735,28.78304138140573,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000212,descriptive_common_calendar,3.3966915405405382,29.86512884852792,31.476627222523934,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000213,descriptive_common_calendar,3.4590347834901376,31.786281059904788,33.503250564817364,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000215,descriptive_common_calendar,3.356663795662586,28.693304293319507,30.242425448225326,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000216,descriptive_common_calendar,3.2955147365987356,26.99130390675785,28.448135301957205,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000217,descriptive_common_calendar,3.2589095415229408,26.021146686038037,27.42658339151362,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000223,descriptive_common_calendar,3.2437097039280656,25.62862020898182,27.01340300816029,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000224,descriptive_common_calendar,3.1825769416287484,24.108800543731032,25.410735169927314,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000226,descriptive_common_calendar,3.204816400530125,24.650973695251526,25.981157488095334,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000227,descriptive_common_calendar,3.345661045239716,28.379329488072873,29.912262376353862,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000228,descriptive_common_calendar,3.2971620093526623,27.035802586945845,28.495139907292387,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000229,descriptive_common_calendar,3.2368907975558785,25.454455528504287,26.829287957160535,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000240,descriptive_common_calendar,3.300689052212584,27.131327382418686,28.596830866138564,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000241,descriptive_common_calendar,3.3757273791349878,29.245548648365133,30.824785547165444,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000242,descriptive_common_calendar,3.279588155136278,26.564829857919374,27.99943313324013,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E07000243,descriptive_common_calendar,3.171166231980311,23.83526560259599,25.12258555095176,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000001,descriptive_common_calendar,3.2600641424044134,26.051208076052795,27.44506856973689,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000002,descriptive_common_calendar,2.992871244729609,19.94286120036447,21.019270870583068,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000003,descriptive_common_calendar,3.1000469880827257,22.198994345118376,23.39736212096744,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000004,descriptive_common_calendar,3.357554461468291,28.718871822678125,30.26943625584974,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000005,descriptive_common_calendar,3.126901237237024,22.803208214801806,24.033888862761053,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000006,descriptive_common_calendar,3.280491730808586,26.58884403959931,28.024981678605617,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000007,descriptive_common_calendar,3.117876890072997,22.598349894004475,23.81876361429264,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000008,descriptive_common_calendar,3.013721379791666,20.363037696494708,21.462126198202714,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000010,descriptive_common_calendar,3.169089717333341,23.78582267670382,25.0706920191707,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000011,descriptive_common_calendar,3.0133965985041846,20.356425236754326,21.45544706445846,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000012,descriptive_common_calendar,2.829351555803235,16.934476200650543,17.8486589157574,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000013,descriptive_common_calendar,3.00697174573457,20.22605744707095,21.318189344438725,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000014,descriptive_common_calendar,3.0538144975607304,21.196042666111776,22.34102168156896,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000015,descriptive_common_calendar,3.179568514353463,24.036379961249686,25.333900535517188,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000016,descriptive_common_calendar,3.2196382272408,25.019067326879025,26.369664618978906,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000017,descriptive_common_calendar,3.255274113765718,25.926720431012516,27.325221999395122,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000019,descriptive_common_calendar,2.878835993297994,17.793549309941277,18.75410331624013,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000020,descriptive_common_calendar,3.2496445081018104,25.78117328972838,27.17315450505277,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000021,descriptive_common_calendar,3.151285136362958,23.366073884997732,24.627946824292888,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000022,descriptive_common_calendar,2.9319046388882968,18.763333860216584,19.77667316268176,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000023,descriptive_common_calendar,3.007651654909955,20.23981400518617,21.333193163913847,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000024,descriptive_common_calendar,3.346920680981849,28.41509962977866,29.94966696229641,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000025,descriptive_common_calendar,2.948141515158746,19.07047857807526,20.099145313315198,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000026,descriptive_common_calendar,3.18705708868555,24.21705382978143,25.52458579066287,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000027,descriptive_common_calendar,3.2200316374906697,25.028912020782368,26.38091373435162,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000028,descriptive_common_calendar,2.9737340281570477,19.56483902952045,20.620986996468286,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000029,descriptive_common_calendar,3.215463357930745,24.914833722762495,26.260424233785205,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000030,descriptive_common_calendar,2.9253640334379996,18.64101076612927,19.647032562808615,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000031,descriptive_common_calendar,2.948312826350461,19.073745844338696,20.10385373215579,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000032,descriptive_common_calendar,3.1868732529080197,24.21260227805092,25.520183444720054,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
E09000033,descriptive_common_calendar,3.0642084731668557,21.417502748096602,22.573791277163245,exponentiated fitted log response; no conditional arithmetic-mean/smearing claim,False
